customer_address_id,customer_id,address
1606,1446090,"Ahmad Yani Street No. G, Block 30"
1607,1303455,"Jl. Diponegoro No. 5, RT 16/RW 6"
1608,794286,Kompleks Diponegoro Blok H No. 39
1609,794286,Perumahan Melati No. 89
1610,1812146,"Jl. Ahmad Yani No. 57, RT 5/RW 3"
1611,1812146,"Mangga Street No. C, Block 14"
1612,201418,"Jl. Maple No. 177, RT 4/RW 2"
1613,1812857,"Maple Avenue, Apt 22"
1614,627178,"Jl. Sudirman No. 169, RT 17/RW 10"
1615,1421326,"Ahmad Yani Avenue, Apt 466"
1616,1091439,"Jl. Gatot Subroto No. 78, RT 1/RW 2"
1617,1091439,"Jl. Kartini No. 151, RT 7/RW 3"
1618,1532425,"Jl. Gatot Subroto No. 38, RT 9/RW 10"
1619,1532425,Kompleks Oak Blok C No. 33
1620,1668249,Perumahan Gatot Subroto No. 51
1621,513880,Perumahan Kartini No. 367
1622,1508039,Kompleks Imam Bonjol Blok A No. 47
1623,1468816,"Willow Street No. F, Block 45"
1624,1366489,"Ahmad Yani Avenue, Apt 93"
1625,1174647,"Maple Avenue, Apt 110"
1626,1174647,Perumahan Veteran No. 209
1627,1747876,Kompleks Ahmad Yani Blok H No. 8
1628,1388908,"Oak Avenue, Apt 361"
1629,1156111,Perumahan Sudirman No. 43
1630,1156111,Kompleks Willow Blok B No. 25
1631,193816,"Mangga Avenue, Apt 352"
1632,193816,"Veteran Avenue, Apt 284"
1633,804954,Kompleks Maple Blok D No. 5
1634,804954,"Oak Avenue, Apt 92"
1635,757196,"Ahmad Yani Avenue, Apt 203"
1636,1584165,Perumahan Gatot Subroto No. 62
1637,1584165,"Pine Street No. G, Block 45"
1638,1685616,"Gatot Subroto Street No. F, Block 13"
1639,1407826,"Pine Street No. B, Block 15"
1640,1407826,"Willow Avenue, Apt 143"
1641,278763,"Oak Avenue, Apt 244"
1642,278763,Perumahan Pine No. 249
1643,826958,"Cedar Street No. B, Block 8"
1644,826958,Kompleks Willow Blok H No. 15
1645,363711,"Jl. Ahmad Yani No. 189, RT 2/RW 2"
1646,763103,"Jl. Imam Bonjol No. 98, RT 20/RW 6"
1647,763103,"Mangga Street No. B, Block 49"
1648,1105073,Perumahan Willow No. 406
1649,903794,"Mangga Street No. H, Block 32"
1650,903794,Perumahan Pahlawan No. 278
1651,1496449,Perumahan Merdeka No. 488
1652,1496449,"Jl. Maple No. 31, RT 13/RW 8"
1653,20194,"Cedar Avenue, Apt 236"
1654,20194,"Jl. Sudirman No. 46, RT 18/RW 5"
1655,491376,"Maple Avenue, Apt 69"
1656,20773,"Willow Avenue, Apt 392"
1657,20773,"Jl. Willow No. 169, RT 18/RW 9"
1658,542569,"Imam Bonjol Avenue, Apt 260"
1659,542569,"Jl. Pine No. 68, RT 16/RW 10"
1660,711989,Perumahan Oak No. 393
1661,711989,Kompleks Melati Blok A No. 2
1662,1412353,"Oak Street No. F, Block 48"
1663,1788130,Kompleks Pine Blok B No. 28
1664,1339947,Kompleks Maple Blok F No. 4
1665,1339947,"Veteran Street No. D, Block 42"
1666,696240,Perumahan Gatot Subroto No. 467
1667,696240,"Jl. Mangga No. 30, RT 11/RW 3"
1668,742490,Perumahan Melati No. 20
1669,1083631,"Maple Avenue, Apt 137"
1670,1083631,"Jl. Willow No. 151, RT 1/RW 6"
1671,170898,Perumahan Pine No. 166
1672,170898,Perumahan Ahmad Yani No. 414
1673,212769,"Jl. Kartini No. 87, RT 16/RW 9"
1674,212769,Kompleks Imam Bonjol Blok E No. 24
1675,1946169,"Willow Street No. B, Block 35"
1676,1946169,"Mangga Street No. E, Block 4"
1677,1877081,Perumahan Pine No. 412
1678,1877081,"Gatot Subroto Street No. B, Block 38"
1679,1958850,Kompleks Gatot Subroto Blok H No. 28
1680,1958850,"Oak Street No. B, Block 42"
1681,1648889,Perumahan Mangga No. 222
1682,1648889,Perumahan Melati No. 103
1683,1932704,"Pahlawan Avenue, Apt 320"
1684,1932704,Perumahan Cedar No. 344
1685,688200,"Jl. Imam Bonjol No. 148, RT 16/RW 4"
1686,1546437,Kompleks Maple Blok A No. 34
1687,1546437,"Oak Street No. H, Block 10"
1688,465397,"Mangga Street No. G, Block 27"
1689,225715,"Jl. Kartini No. 106, RT 9/RW 5"
1690,225715,"Pahlawan Street No. D, Block 26"
1691,1061922,"Jl. Diponegoro No. 50, RT 1/RW 4"
1692,1992497,"Willow Avenue, Apt 287"
1693,1992497,"Maple Avenue, Apt 332"
1694,1136235,"Imam Bonjol Street No. E, Block 9"
1695,72506,Kompleks Pahlawan Blok C No. 42
1696,1141702,"Merdeka Avenue, Apt 29"
1697,1445726,Kompleks Mangga Blok B No. 27
1698,1639591,"Jl. Pine No. 186, RT 5/RW 4"
1699,1639591,"Jl. Ahmad Yani No. 134, RT 19/RW 9"
1700,1394813,"Gatot Subroto Avenue, Apt 122"
1701,1394813,Perumahan Ahmad Yani No. 396
1702,758120,Kompleks Pine Blok D No. 28
1703,758120,"Diponegoro Street No. B, Block 12"
1704,868430,Kompleks Cedar Blok G No. 17
1705,1352586,"Oak Avenue, Apt 359"
1706,151552,Kompleks Maple Blok H No. 44
1707,1945642,Kompleks Diponegoro Blok F No. 31
1708,1014788,Kompleks Merdeka Blok A No. 48
1709,1014788,"Jl. Veteran No. 65, RT 18/RW 7"
1710,1167103,Kompleks Ahmad Yani Blok D No. 29
1711,1167103,"Merdeka Avenue, Apt 466"
1712,1627069,Kompleks Mangga Blok B No. 49
1713,1627069,"Mangga Street No. D, Block 11"
1714,1050251,Kompleks Maple Blok A No. 18
1715,1050251,"Jl. Willow No. 121, RT 14/RW 6"
1716,1023038,"Jl. Imam Bonjol No. 179, RT 9/RW 9"
1717,1023038,"Jl. Oak No. 108, RT 20/RW 9"
1718,1486320,"Merdeka Avenue, Apt 391"
1719,1486320,"Jl. Imam Bonjol No. 162, RT 15/RW 3"
1720,1913109,"Kartini Avenue, Apt 322"
1721,312914,Kompleks Gatot Subroto Blok B No. 11
1722,312914,"Diponegoro Street No. G, Block 21"
1723,1584193,"Diponegoro Avenue, Apt 134"
1724,1584193,"Melati Street No. E, Block 13"
1725,305711,"Oak Avenue, Apt 94"
1726,1669302,"Veteran Avenue, Apt 11"
1727,1669302,"Jl. Veteran No. 23, RT 15/RW 4"
1728,1064893,"Sudirman Street No. G, Block 40"
1729,1064893,"Pahlawan Avenue, Apt 77"
1730,1901539,Kompleks Imam Bonjol Blok B No. 1
1731,1138131,"Willow Avenue, Apt 61"
1732,1138131,"Kartini Street No. D, Block 18"
1733,1888252,"Pine Avenue, Apt 67"
1734,1888252,"Kartini Avenue, Apt 308"
1735,1663714,Kompleks Kartini Blok G No. 12
1736,1770293,"Merdeka Street No. E, Block 17"
1737,1770293,"Cedar Street No. D, Block 24"
1738,1971713,"Jl. Merdeka No. 121, RT 5/RW 6"
1739,1971713,"Kartini Avenue, Apt 366"
1740,1895677,"Pahlawan Avenue, Apt 38"
1741,1895677,"Jl. Sudirman No. 14, RT 11/RW 4"
1742,629084,Kompleks Sudirman Blok A No. 17
1743,629084,Perumahan Pine No. 155
1744,479205,Kompleks Diponegoro Blok A No. 38
1745,479205,"Pahlawan Street No. C, Block 33"
1746,729046,Kompleks Cedar Blok C No. 6
1747,729046,Kompleks Maple Blok C No. 17
1748,1538160,Kompleks Sudirman Blok C No. 32
1749,75727,Kompleks Maple Blok E No. 17
1750,75727,Perumahan Pahlawan No. 265
1751,1773933,"Imam Bonjol Avenue, Apt 162"
1752,1773933,"Diponegoro Avenue, Apt 285"
1753,661523,"Jl. Kartini No. 39, RT 2/RW 4"
1754,661523,"Sudirman Street No. H, Block 17"
1755,1032069,"Maple Avenue, Apt 60"
1756,1773560,"Jl. Cedar No. 92, RT 18/RW 8"
1757,1773560,"Willow Avenue, Apt 58"
1758,9407,"Jl. Oak No. 24, RT 7/RW 5"
1759,1692341,"Pahlawan Street No. D, Block 38"
1760,30708,Perumahan Imam Bonjol No. 214
1761,1591799,"Willow Street No. B, Block 22"
1762,703881,Kompleks Ahmad Yani Blok G No. 24
1763,1085915,Kompleks Diponegoro Blok A No. 6
1764,1538311,"Cedar Avenue, Apt 322"
1765,1538311,Kompleks Merdeka Blok F No. 3
1766,1987988,Kompleks Diponegoro Blok D No. 4
1767,1987988,Kompleks Melati Blok A No. 48
1768,1024509,Perumahan Pine No. 48
1769,969198,Kompleks Imam Bonjol Blok D No. 50
1770,969198,"Gatot Subroto Avenue, Apt 11"
1771,1865116,"Pine Street No. G, Block 19"
1772,746690,"Jl. Mangga No. 126, RT 14/RW 5"
1773,206152,Kompleks Ahmad Yani Blok F No. 33
1774,889703,"Cedar Avenue, Apt 454"
1775,953375,"Pahlawan Avenue, Apt 289"
1776,953375,Perumahan Maple No. 47
1777,1973068,Kompleks Imam Bonjol Blok G No. 41
1778,1973068,"Gatot Subroto Avenue, Apt 21"
1779,1861672,"Veteran Avenue, Apt 332"
1780,1861672,"Willow Street No. B, Block 19"
1781,860037,"Gatot Subroto Avenue, Apt 465"
1782,860037,"Mangga Avenue, Apt 77"
1783,1988570,Kompleks Veteran Blok G No. 19
1784,663481,Perumahan Gatot Subroto No. 470
1785,653260,Perumahan Ahmad Yani No. 262
1786,1223116,"Ahmad Yani Avenue, Apt 238"
1787,1223116,Perumahan Pahlawan No. 182
1788,68793,Perumahan Gatot Subroto No. 394
1789,68793,Perumahan Merdeka No. 59
1790,1770858,"Imam Bonjol Street No. G, Block 3"
1791,1770858,"Jl. Maple No. 181, RT 10/RW 6"
1792,545177,"Pahlawan Avenue, Apt 175"
1793,545177,"Kartini Street No. C, Block 6"
1794,1079345,"Jl. Maple No. 137, RT 1/RW 1"
1795,1079345,"Ahmad Yani Avenue, Apt 7"
1796,1920761,"Cedar Avenue, Apt 355"
1797,1182165,Perumahan Willow No. 156
1798,1182165,Perumahan Oak No. 354
1799,830908,Kompleks Gatot Subroto Blok C No. 9
1800,830908,"Jl. Kartini No. 29, RT 1/RW 4"
1801,97374,"Willow Street No. C, Block 42"
1802,528883,"Kartini Avenue, Apt 45"
1803,270054,"Diponegoro Avenue, Apt 243"
1804,270054,"Merdeka Avenue, Apt 60"
1805,1974372,"Cedar Street No. H, Block 31"
1806,1134003,"Veteran Avenue, Apt 104"
1807,514340,Perumahan Pine No. 27
1808,514340,Kompleks Merdeka Blok B No. 41
1809,777422,"Willow Avenue, Apt 378"
1810,777422,Perumahan Mangga No. 19
1811,1015241,"Willow Avenue, Apt 263"
1812,1015241,Perumahan Willow No. 119
1813,657587,Perumahan Merdeka No. 217
1814,17949,Perumahan Gatot Subroto No. 138
1815,17949,"Willow Avenue, Apt 60"
1816,633173,Perumahan Oak No. 230
1817,633173,"Merdeka Avenue, Apt 83"
1818,981603,"Willow Street No. F, Block 29"
1819,981603,"Veteran Street No. F, Block 39"
1820,1899399,"Mangga Street No. G, Block 27"
1821,1899399,Kompleks Willow Blok C No. 40
1822,722742,Kompleks Gatot Subroto Blok H No. 9
1823,787934,"Imam Bonjol Street No. H, Block 7"
1824,1162660,"Mangga Avenue, Apt 121"
1825,1162660,"Sudirman Street No. A, Block 23"
1826,1406567,Kompleks Imam Bonjol Blok C No. 33
1827,1406567,"Jl. Gatot Subroto No. 87, RT 14/RW 2"
1828,1243195,"Jl. Veteran No. 125, RT 9/RW 6"
1829,105301,"Jl. Pahlawan No. 39, RT 17/RW 10"
1830,105301,"Jl. Sudirman No. 113, RT 15/RW 2"
1831,1270640,Perumahan Ahmad Yani No. 422
1832,1179206,Perumahan Ahmad Yani No. 86
1833,1131737,"Oak Street No. C, Block 47"
1834,564258,"Willow Avenue, Apt 376"
1835,564258,"Jl. Diponegoro No. 166, RT 12/RW 6"
1836,1097609,"Jl. Kartini No. 113, RT 14/RW 1"
1837,1259941,"Melati Avenue, Apt 147"
1838,329428,"Jl. Pahlawan No. 96, RT 14/RW 6"
1839,118217,"Maple Street No. D, Block 9"
1840,1068699,"Maple Avenue, Apt 460"
1841,1068699,"Oak Avenue, Apt 484"
1842,1540525,"Diponegoro Avenue, Apt 395"
1843,817852,Perumahan Gatot Subroto No. 44
1844,1065180,Kompleks Pine Blok C No. 28
1845,1065180,"Jl. Pine No. 195, RT 2/RW 3"
1846,625669,Perumahan Mangga No. 215
1847,1581714,Perumahan Mangga No. 370
1848,1581714,Kompleks Oak Blok A No. 18
1849,538403,"Cedar Avenue, Apt 330"
1850,1570119,Perumahan Cedar No. 358
1851,441437,"Kartini Avenue, Apt 452"
1852,441437,Kompleks Gatot Subroto Blok A No. 35
1853,84164,"Diponegoro Avenue, Apt 267"
1854,84164,Perumahan Mangga No. 110
1855,1169882,Perumahan Mangga No. 267
1856,792717,"Merdeka Street No. A, Block 35"
1857,792717,Perumahan Pahlawan No. 124
1858,1933676,"Ahmad Yani Avenue, Apt 375"
1859,1933676,"Jl. Oak No. 67, RT 17/RW 6"
1860,754555,"Jl. Ahmad Yani No. 115, RT 10/RW 10"
1861,1800282,"Melati Avenue, Apt 121"
1862,1196834,Kompleks Mangga Blok E No. 43
1863,1443387,"Veteran Avenue, Apt 54"
1864,1015956,Perumahan Kartini No. 422
1865,1015956,Kompleks Cedar Blok B No. 10
1866,451576,"Gatot Subroto Avenue, Apt 48"
1867,451576,"Jl. Maple No. 34, RT 16/RW 4"
1868,1203317,"Jl. Oak No. 174, RT 17/RW 7"
1869,1203317,Perumahan Pine No. 447
1870,634191,Perumahan Willow No. 326
1871,634191,"Cedar Avenue, Apt 353"
1872,705362,"Imam Bonjol Avenue, Apt 74"
1873,705362,Perumahan Diponegoro No. 249
1874,1640128,"Ahmad Yani Street No. D, Block 30"
1875,1640128,"Sudirman Avenue, Apt 383"
1876,1633371,Perumahan Oak No. 472
1877,1638538,Perumahan Maple No. 57
1878,1675098,Kompleks Mangga Blok A No. 34
1879,1950134,"Jl. Oak No. 79, RT 12/RW 5"
1880,1744438,"Merdeka Avenue, Apt 406"
1881,1744438,"Diponegoro Street No. G, Block 4"
1882,1253577,Kompleks Kartini Blok C No. 48
1883,1253577,"Merdeka Avenue, Apt 63"
1884,1710506,"Jl. Sudirman No. 107, RT 16/RW 10"
1885,1710506,Kompleks Cedar Blok F No. 25
1886,1504667,Perumahan Diponegoro No. 391
1887,1504667,"Cedar Street No. H, Block 43"
1888,606202,"Melati Street No. B, Block 40"
1889,606202,Perumahan Maple No. 199
1890,1488348,"Melati Avenue, Apt 277"
1891,144899,"Pahlawan Avenue, Apt 331"
1892,1363056,"Merdeka Street No. E, Block 36"
1893,941120,Perumahan Gatot Subroto No. 99
1894,246663,Perumahan Kartini No. 385
1895,935936,Perumahan Merdeka No. 62
1896,935936,Perumahan Imam Bonjol No. 493
1897,1084224,Kompleks Kartini Blok D No. 46
1898,971570,"Jl. Melati No. 103, RT 19/RW 1"
1899,971570,"Merdeka Avenue, Apt 175"
1900,61830,"Maple Street No. A, Block 34"
1901,61830,Kompleks Pine Blok E No. 6
1902,1325629,"Jl. Imam Bonjol No. 74, RT 5/RW 3"
1903,190595,"Jl. Diponegoro No. 79, RT 14/RW 3"
1904,190595,"Jl. Melati No. 47, RT 1/RW 1"
1905,95435,"Ahmad Yani Avenue, Apt 164"
1906,95435,"Maple Street No. F, Block 17"
1907,321063,"Jl. Sudirman No. 52, RT 8/RW 10"
1908,321063,Perumahan Veteran No. 253
1909,205541,"Jl. Pahlawan No. 16, RT 11/RW 8"
1910,205541,Perumahan Maple No. 34
1911,830308,"Jl. Maple No. 163, RT 8/RW 1"
1912,830308,Kompleks Ahmad Yani Blok D No. 49
1913,1568893,Kompleks Maple Blok H No. 6
1914,683455,"Oak Street No. C, Block 16"
1915,1696320,Perumahan Cedar No. 22
1916,1696320,"Jl. Cedar No. 159, RT 10/RW 3"
1917,283338,"Jl. Willow No. 70, RT 20/RW 5"
1918,1877594,Kompleks Kartini Blok E No. 3
1919,1877594,"Gatot Subroto Street No. E, Block 6"
1920,1589214,"Jl. Diponegoro No. 186, RT 18/RW 5"
1921,1589214,"Kartini Avenue, Apt 313"
1922,958667,Kompleks Pahlawan Blok H No. 18
1923,958667,"Melati Street No. F, Block 14"
1924,1918430,Perumahan Melati No. 9
1925,1918430,"Merdeka Street No. H, Block 1"
1926,1105015,"Maple Street No. H, Block 49"
1927,911550,Perumahan Gatot Subroto No. 404
1928,911550,"Jl. Merdeka No. 172, RT 15/RW 2"
1929,1363805,"Oak Avenue, Apt 199"
1930,1363805,"Merdeka Street No. B, Block 30"
1931,1425759,"Cedar Street No. A, Block 15"
1932,1425759,"Jl. Pahlawan No. 175, RT 12/RW 4"
1933,659964,Perumahan Mangga No. 414
1934,1706752,"Willow Street No. F, Block 3"
1935,1331689,"Kartini Avenue, Apt 4"
1936,1331689,"Pine Street No. B, Block 18"
1937,1715426,"Kartini Street No. C, Block 5"
1938,1715426,Perumahan Diponegoro No. 382
1939,719181,"Pahlawan Street No. D, Block 34"
1940,1812564,"Merdeka Street No. E, Block 44"
1941,1812564,Perumahan Cedar No. 2
1942,142702,"Jl. Melati No. 111, RT 14/RW 5"
1943,142702,"Jl. Cedar No. 127, RT 12/RW 9"
1944,286011,"Sudirman Street No. E, Block 27"
1945,1470147,Kompleks Merdeka Blok G No. 13
1946,1470147,Kompleks Gatot Subroto Blok A No. 48
1947,1331404,"Gatot Subroto Avenue, Apt 470"
1948,1776127,"Imam Bonjol Street No. F, Block 20"
1949,1319751,"Jl. Merdeka No. 123, RT 14/RW 1"
1950,1028862,Kompleks Veteran Blok B No. 31
1951,1028862,"Melati Street No. A, Block 22"
1952,660949,"Jl. Cedar No. 196, RT 4/RW 8"
1953,1514347,"Jl. Sudirman No. 9, RT 13/RW 6"
1954,1936543,"Sudirman Street No. H, Block 4"
1955,1356631,Perumahan Maple No. 34
1956,1356631,"Jl. Sudirman No. 144, RT 2/RW 5"
1957,276556,"Ahmad Yani Avenue, Apt 317"
1958,276556,"Veteran Avenue, Apt 443"
1959,325253,"Pine Avenue, Apt 238"
1960,1155051,Perumahan Ahmad Yani No. 174
1961,1155051,"Jl. Cedar No. 133, RT 11/RW 10"
1962,135175,"Jl. Ahmad Yani No. 4, RT 20/RW 2"
1963,1705648,Perumahan Diponegoro No. 327
1964,1663533,Kompleks Maple Blok H No. 47
1965,1663533,Perumahan Cedar No. 96
1966,1871377,"Sudirman Street No. A, Block 9"
1967,66776,Perumahan Maple No. 263
1968,66776,Kompleks Mangga Blok C No. 10
1969,1832600,Kompleks Melati Blok E No. 24
1970,1832600,"Jl. Diponegoro No. 15, RT 8/RW 9"
1971,491797,"Oak Avenue, Apt 101"
1972,649784,"Gatot Subroto Street No. F, Block 13"
1973,1944930,"Melati Avenue, Apt 437"
1974,1944930,Perumahan Melati No. 316
1975,30534,"Melati Avenue, Apt 84"
1976,30534,"Jl. Cedar No. 11, RT 16/RW 4"
1977,790325,"Veteran Street No. H, Block 40"
1978,827949,"Willow Street No. F, Block 48"
1979,1764031,"Pine Street No. C, Block 1"
1980,1764031,Kompleks Merdeka Blok B No. 23
1981,633009,Perumahan Ahmad Yani No. 73
1982,1704894,"Kartini Avenue, Apt 324"
1983,1704894,Perumahan Oak No. 23
1984,714313,"Kartini Street No. E, Block 12"
1985,1891796,Kompleks Imam Bonjol Blok F No. 36
1986,1319509,"Kartini Street No. A, Block 12"
1987,947348,"Jl. Merdeka No. 174, RT 5/RW 7"
1988,947348,"Jl. Melati No. 54, RT 10/RW 8"
1989,378450,Kompleks Oak Blok C No. 34
1990,622773,"Jl. Ahmad Yani No. 37, RT 5/RW 4"
1991,622773,"Pine Street No. F, Block 21"
1992,755727,"Sudirman Street No. D, Block 35"
1993,755727,Kompleks Diponegoro Blok F No. 16
1994,1686080,Kompleks Diponegoro Blok H No. 14
1995,896776,"Gatot Subroto Avenue, Apt 86"
1996,1562604,Perumahan Oak No. 256
1997,1562604,Perumahan Cedar No. 92
1998,1047343,Kompleks Willow Blok H No. 31
1999,1047343,Kompleks Pine Blok A No. 14
2000,760642,"Cedar Street No. D, Block 26"
2001,1780136,Kompleks Maple Blok G No. 37
2002,1459768,Kompleks Pahlawan Blok B No. 9
2003,1731128,Kompleks Cedar Blok F No. 15
2004,1375135,"Melati Avenue, Apt 219"
2005,1667357,"Maple Avenue, Apt 210"
2006,1667357,Kompleks Willow Blok F No. 18
2007,1742138,"Jl. Imam Bonjol No. 114, RT 8/RW 5"
2008,1742138,"Jl. Oak No. 22, RT 10/RW 9"
2009,1490218,Kompleks Veteran Blok B No. 8
2010,483612,Kompleks Sudirman Blok D No. 22
2011,907995,Kompleks Pahlawan Blok E No. 48
2012,1461200,"Diponegoro Street No. E, Block 1"
2013,1461200,Kompleks Mangga Blok F No. 26
2014,1816203,Perumahan Merdeka No. 242
2015,1816203,Perumahan Diponegoro No. 444
2016,393960,"Veteran Street No. D, Block 31"
2017,393960,"Cedar Street No. H, Block 22"
2018,1598120,Kompleks Kartini Blok G No. 50
2019,1678923,"Cedar Street No. H, Block 36"
2020,1678923,"Jl. Oak No. 36, RT 19/RW 3"
2021,346817,"Jl. Willow No. 169, RT 12/RW 6"
2022,346817,"Maple Street No. G, Block 44"
2023,1446530,Perumahan Mangga No. 167
2024,1446530,Perumahan Merdeka No. 291
2025,792760,"Diponegoro Street No. F, Block 37"
2026,252617,"Kartini Avenue, Apt 486"
2027,252617,"Gatot Subroto Avenue, Apt 274"
2028,1890019,"Willow Street No. B, Block 22"
2029,1890019,Perumahan Cedar No. 328
2030,1241347,"Jl. Imam Bonjol No. 27, RT 18/RW 3"
2031,1241347,"Jl. Willow No. 7, RT 6/RW 4"
2032,1347727,"Mangga Avenue, Apt 106"
2033,570126,Kompleks Gatot Subroto Blok H No. 4
2034,141892,Perumahan Merdeka No. 88
2035,141892,Kompleks Maple Blok G No. 11
2036,221999,"Maple Street No. H, Block 48"
2037,1464170,"Kartini Avenue, Apt 67"
2038,83557,Kompleks Maple Blok H No. 11
2039,1214482,Perumahan Kartini No. 258
2040,1214482,"Pahlawan Avenue, Apt 104"
2041,1155314,"Cedar Street No. B, Block 26"
2042,373014,Perumahan Melati No. 467
2043,39988,"Cedar Avenue, Apt 295"
2044,39988,"Jl. Gatot Subroto No. 74, RT 15/RW 6"
2045,1906432,"Imam Bonjol Avenue, Apt 213"
2046,1906432,"Imam Bonjol Street No. G, Block 30"
2047,839398,"Ahmad Yani Street No. G, Block 45"
2048,839398,"Jl. Veteran No. 41, RT 9/RW 9"
2049,1794874,"Jl. Kartini No. 127, RT 14/RW 9"
2050,1794874,"Jl. Oak No. 20, RT 4/RW 9"
2051,1338169,"Cedar Avenue, Apt 85"
2052,1338169,Kompleks Kartini Blok A No. 30
2053,1821757,"Jl. Cedar No. 98, RT 11/RW 7"
2054,661821,"Sudirman Avenue, Apt 6"
2055,212300,"Jl. Diponegoro No. 84, RT 15/RW 8"
2056,212300,"Gatot Subroto Avenue, Apt 43"
2057,1166869,"Diponegoro Avenue, Apt 242"
2058,1896258,"Imam Bonjol Street No. A, Block 39"
2059,1896258,"Jl. Imam Bonjol No. 76, RT 4/RW 9"
2060,1268997,"Gatot Subroto Street No. A, Block 44"
2061,1268997,Kompleks Diponegoro Blok H No. 23
2062,1657161,"Sudirman Street No. D, Block 29"
2063,358695,Perumahan Ahmad Yani No. 200
2064,1081418,"Sudirman Avenue, Apt 307"
2065,1081418,"Jl. Sudirman No. 198, RT 13/RW 4"
2066,151449,Kompleks Veteran Blok D No. 6
2067,1080717,"Merdeka Avenue, Apt 8"
2068,48593,"Gatot Subroto Street No. D, Block 7"
2069,48593,"Imam Bonjol Street No. A, Block 27"
2070,237376,Kompleks Melati Blok D No. 40
2071,1875832,Perumahan Pine No. 481
2072,940017,"Jl. Veteran No. 55, RT 4/RW 6"
2073,940017,Kompleks Imam Bonjol Blok A No. 26
2074,1116690,"Jl. Pine No. 55, RT 15/RW 4"
2075,1116690,"Jl. Pahlawan No. 167, RT 20/RW 6"
2076,1224499,"Jl. Kartini No. 106, RT 10/RW 10"
2077,892510,"Jl. Imam Bonjol No. 65, RT 4/RW 10"
2078,892510,Kompleks Pine Blok C No. 22
2079,860428,Kompleks Willow Blok B No. 22
2080,1797834,Perumahan Cedar No. 196
2081,1228139,Perumahan Merdeka No. 120
2082,163752,Perumahan Ahmad Yani No. 159
2083,1594079,"Veteran Avenue, Apt 318"
2084,234871,"Jl. Diponegoro No. 96, RT 16/RW 5"
2085,1069949,"Pine Street No. D, Block 42"
2086,1905579,"Cedar Street No. F, Block 9"
2087,1288584,Kompleks Sudirman Blok G No. 42
2088,1288584,Kompleks Merdeka Blok D No. 47
2089,119195,Kompleks Veteran Blok D No. 35
2090,119195,"Jl. Veteran No. 176, RT 8/RW 10"
2091,1087240,Perumahan Melati No. 94
2092,1087240,"Merdeka Avenue, Apt 34"
2093,1202332,"Jl. Kartini No. 14, RT 5/RW 4"
2094,1202332,"Gatot Subroto Street No. C, Block 38"
2095,1333147,"Gatot Subroto Street No. G, Block 47"
2096,607194,Kompleks Imam Bonjol Blok D No. 16
2097,607194,"Imam Bonjol Avenue, Apt 311"
2098,1134895,Kompleks Mangga Blok H No. 41
2099,527772,Kompleks Willow Blok B No. 24
2100,801548,"Imam Bonjol Avenue, Apt 242"
2101,801548,"Maple Avenue, Apt 259"
2102,925042,"Willow Street No. A, Block 49"
2103,925042,"Maple Avenue, Apt 438"
2104,1544352,Kompleks Diponegoro Blok C No. 17
2105,1978128,"Mangga Avenue, Apt 233"
2106,1978128,Kompleks Pine Blok H No. 5
2107,188691,"Willow Street No. D, Block 10"
2108,188691,"Merdeka Street No. A, Block 33"
2109,724371,"Pine Avenue, Apt 474"
2110,724371,"Pine Avenue, Apt 497"
2111,913703,"Willow Avenue, Apt 158"
2112,913703,Perumahan Gatot Subroto No. 210
2113,762799,"Jl. Pine No. 145, RT 6/RW 4"
2114,1342078,Kompleks Oak Blok H No. 41
2115,1342078,Kompleks Sudirman Blok G No. 28
2116,1332659,"Willow Street No. A, Block 24"
2117,879933,"Pahlawan Street No. H, Block 44"
2118,1486774,Kompleks Veteran Blok C No. 1
2119,1902301,"Jl. Pine No. 102, RT 19/RW 2"
2120,1863817,"Imam Bonjol Avenue, Apt 425"
2121,1341934,Kompleks Mangga Blok G No. 38
2122,1341934,Kompleks Maple Blok B No. 7
2123,1178965,"Pahlawan Street No. D, Block 48"
2124,1178965,"Mangga Avenue, Apt 4"
2125,775029,"Merdeka Avenue, Apt 50"
2126,1472317,"Maple Avenue, Apt 336"
2127,1392764,"Imam Bonjol Avenue, Apt 91"
2128,1392764,Kompleks Imam Bonjol Blok C No. 13
2129,1032040,"Ahmad Yani Street No. H, Block 37"
2130,1032040,"Imam Bonjol Street No. D, Block 4"
2131,687445,"Pahlawan Street No. G, Block 29"
2132,1758755,"Gatot Subroto Street No. E, Block 6"
2133,1790782,"Jl. Pahlawan No. 17, RT 11/RW 1"
2134,1790782,Perumahan Veteran No. 245
2135,1293622,"Jl. Merdeka No. 16, RT 9/RW 1"
2136,1293622,Perumahan Sudirman No. 50
2137,331092,Perumahan Merdeka No. 193
2138,1480524,"Willow Avenue, Apt 388"
2139,1480524,Kompleks Maple Blok F No. 24
2140,891064,Kompleks Veteran Blok F No. 43
2141,891064,"Pine Avenue, Apt 313"
2142,1041173,Kompleks Melati Blok B No. 1
2143,899863,"Diponegoro Avenue, Apt 14"
2144,899863,Perumahan Ahmad Yani No. 445
2145,378781,"Oak Street No. H, Block 40"
2146,378781,"Maple Avenue, Apt 339"
2147,1536017,"Jl. Melati No. 5, RT 12/RW 1"
2148,1967289,"Veteran Avenue, Apt 311"
2149,1967289,"Pine Avenue, Apt 379"
2150,1209495,Kompleks Maple Blok H No. 43
2151,773624,"Mangga Avenue, Apt 311"
2152,1797166,"Sudirman Street No. C, Block 32"
